periodo;semana;dia;monto;descuento;prod;cantidad;IncluidoProdTest
530;Semana 2;Tuesday;1125;0;KS_330;1;1
531;Semana 2;Tuesday;1125;0;KS_584;1;0
532;Semana 2;Tuesday;1125;0;KS_688;1;1
533;Semana 2;Tuesday;700;0;KS_371;1;1
534;Semana 2;Tuesday;1950;0;KS_721;1;0
535;Semana 2;Tuesday;1750;0;KS_681;1;0
536;Semana 2;Tuesday;125;0;KS_319;1;0
537;Semana 2;Tuesday;1575;0;KS_652;1;1
538;Semana 2;Tuesday;1575;0;KS_340;1;1
539;Semana 2;Tuesday;1575;0;KS_366;1;1
540;Semana 2;Tuesday;1575;0;KS_688;2;1
541;Semana 2;Tuesday;950;0;KS_343;1;1
542;Semana 2;Tuesday;950;0;KS_583;2;1
543;Semana 2;Tuesday;350;0;KS_689;1;0
544;Semana 2;Tuesday;250;0;KS_652;1;1
545;Semana 2;Tuesday;250;0;KS_362;1;0
546;Semana 2;Tuesday;1075;0;KS_340;1;1
547;Semana 2;Tuesday;1075;0;KS_688;2;1
548;Semana 2;Tuesday;600;0;KS_342;1;0
549;Semana 2;Tuesday;125;0;KS_324;1;1
550;Semana 2;Tuesday;100;0;KS_652;1;1
551;Semana 2;Tuesday;125;0;KS_324;1;1
552;Semana 3;Wednesday;1500;0;KS_484;1;1
553;Semana 3;Wednesday;600;0;KS_309;1;1
554;Semana 3;Wednesday;0;2300;KS_304;1;1
555;Semana 3;Wednesday;0;2300;KS_326;1;1
556;Semana 3;Wednesday;0;2300;KS_688;2;1
557;Semana 3;Wednesday;300;0;KS_337;3;1
558;Semana 3;Wednesday;400;0;KS_533;1;0
559;Semana 3;Wednesday;400;0;KS_329;1;1
560;Semana 3;Wednesday;1450;0;KS_368;1;1
561;Semana 3;Wednesday;1450;0;KS_332;1;0
562;Semana 3;Wednesday;1450;0;KS_342;1;0
563;Semana 3;Wednesday;1450;0;KS_582;1;1
564;Semana 3;Wednesday;775;0;KS_378;2;0
565;Semana 3;Wednesday;775;0;KS_318;1;1
566;Semana 3;Wednesday;775;0;KS_360;1;1
567;Semana 3;Wednesday;1500;0;KS_540;1;1
568;Semana 3;Wednesday;850;0;KS_343;1;1
569;Semana 3;Wednesday;850;0;KS_489;1;1
570;Semana 3;Wednesday;1225;0;KS_668;2;0
571;Semana 3;Wednesday;1225;0;KS_584;1;0
572;Semana 3;Wednesday;975;0;KS_549;1;0
573;Semana 3;Wednesday;975;0;KS_653;1;1
574;Semana 3;Wednesday;975;0;KS_655;1;0
575;Semana 3;Wednesday;975;0;KS_319;2;0
576;Semana 3;Wednesday;975;0;KS_367;1;1
577;Semana 3;Wednesday;500;25;KS_645;3;0
578;Semana 3;Wednesday;350;0;KS_689;1;0
579;Semana 3;Wednesday;175;0;KS_369;1;0
580;Semana 3;Wednesday;500;25;KS_583;3;1
581;Semana 3;Wednesday;850;0;KS_576;1;0
582;Semana 3;Wednesday;850;0;KS_366;1;1
583;Semana 3;Wednesday;600;0;KS_636;2;1
584;Semana 3;Wednesday;600;0;KS_668;1;0
585;Semana 3;Wednesday;525;0;KS_644;3;1
586;Semana 3;Wednesday;400;0;KS_328;1;1
587;Semana 3;Wednesday;400;0;KS_572;1;0
588;Semana 3;Wednesday;2500;0;KS_336;1;1
589;Semana 3;Wednesday;2500;0;KS_318;1;1
590;Semana 3;Wednesday;2500;0;KS_350;1;0
591;Semana 3;Wednesday;2500;0;KS_358;1;1
592;Semana 3;Wednesday;2500;0;KS_688;3;1
593;Semana 3;Wednesday;325;0;KS_548;1;1
594;Semana 3;Wednesday;325;0;KS_318;1;1
595;Semana 3;Wednesday;325;0;KS_328;1;1
596;Semana 3;Wednesday;1250;0;KS_304;1;1
597;Semana 3;Wednesday;1600;0;KS_536;2;0
598;Semana 3;Wednesday;100;0;KS_329;1;1
599;Semana 3;Wednesday;525;0;KS_644;3;1
600;Semana 3;Wednesday;1200;0;KS_538;1;1
601;Semana 3;Wednesday;100;0;KS_328;1;1
602;Semana 3;Wednesday;350;0;KS_688;1;1
603;Semana 3;Wednesday;200;0;KS_336;2;1
604;Semana 3;Wednesday;500;0;KS_336;5;1
605;Semana 3;Wednesday;125;0;KS_324;1;1
606;Semana 3;Wednesday;150;0;KS_362;1;0
607;Semana 3;Wednesday;1750;0;KS_680;1;0
608;Semana 3;Thursday;500;25;KS_582;3;1
609;Semana 3;Thursday;2525;0;KS_318;1;1
610;Semana 3;Thursday;2525;0;KS_332;1;0
611;Semana 3;Thursday;2525;0;KS_486;1;1
612;Semana 3;Thursday;2525;0;KS_366;1;1
613;Semana 3;Thursday;2525;0;KS_688;2;1
614;Semana 3;Thursday;1425;0;KS_636;1;1
615;Semana 3;Thursday;1425;0;KS_364;1;1
616;Semana 3;Thursday;1425;0;KS_340;2;1
617;Semana 3;Thursday;1425;0;KS_366;1;1
618;Semana 3;Thursday;1100;0;KS_345;1;1
619;Semana 3;Thursday;700;0;KS_371;1;1
620;Semana 3;Thursday;350;0;KS_369;2;0
621;Semana 3;Thursday;600;0;KS_342;1;0
622;Semana 3;Thursday;1450;25;KS_335;1;0
623;Semana 3;Thursday;1450;25;KS_583;3;1
624;Semana 3;Thursday;175;0;KS_325;1;1
625;Semana 3;Thursday;5050;250;KS_527;60;0
626;Semana 3;Thursday;5050;250;KS_587;1;1
627;Semana 3;Thursday;575;0;KS_319;2;0
628;Semana 3;Thursday;575;0;KS_331;1;1
629;Semana 3;Thursday;400;0;KS_555;1;0
630;Semana 3;Thursday;375;0;KS_341;1;1
631;Semana 3;Thursday;1100;0;KS_546;1;1
632;Semana 3;Thursday;1100;0;KS_318;2;1
633;Semana 3;Thursday;1100;0;KS_330;1;1
634;Semana 3;Thursday;1100;0;KS_340;1;1
635;Semana 3;Thursday;375;0;KS_358;1;1
636;Semana 3;Thursday;425;0;KS_560;1;0
637;Semana 3;Thursday;425;0;KS_582;1;1
638;Semana 3;Thursday;175;0;KS_368;1;1
639;Semana 3;Thursday;125;0;KS_319;1;0
640;Semana 3;Thursday;800;0;KS_456;1;0
641;Semana 3;Thursday;800;0;KS_548;3;1
642;Semana 3;Thursday;175;0;KS_368;1;1
643;Semana 3;Friday;400;0;KS_366;1;1
644;Semana 3;Friday;200;0;KS_546;2;1
645;Semana 3;Friday;100;0;KS_336;1;1
646;Semana 3;Friday;125;0;KS_318;1;1
647;Semana 3;Friday;950;50;KS_310;1;0
648;Semana 3;Friday;500;0;KS_336;1;1
649;Semana 3;Friday;500;0;KS_366;1;1
650;Semana 3;Friday;500;0;KS_368;1;1
651;Semana 3;Friday;500;0;KS_330;1;1
652;Semana 3;Friday;125;0;KS_318;1;1
653;Semana 3;Friday;500;0;KS_333;1;0
654;Semana 3;Friday;225;0;KS_339;1;1
655;Semana 3;Friday;950;0;KS_655;2;0
656;Semana 3;Friday;950;0;KS_319;1;0
657;Semana 3;Friday;950;0;KS_583;1;1
658;Semana 3;Friday;950;0;KS_367;1;1
659;Semana 3;Friday;3000;0;KS_394;2;0
660;Semana 3;Friday;1100;0;KS_318;3;1
661;Semana 3;Friday;1100;0;KS_330;1;1
662;Semana 3;Friday;1100;0;KS_366;1;1
663;Semana 3;Friday;700;0;KS_604;1;1
664;Semana 3;Friday;550;0;KS_702;1;1
665;Semana 3;Friday;3200;0;KS_415;1;0
666;Semana 3;Friday;3200;0;KS_635;1;0
667;Semana 3;Friday;3200;0;KS_669;1;0
668;Semana 3;Friday;1000;50;KS_644;6;1
669;Semana 3;Friday;1200;0;KS_538;1;1
670;Semana 3;Friday;650;0;KS_330;2;1
671;Semana 3;Friday;600;0;KS_661;1;0
672;Semana 3;Friday;2600;0;KS_366;4;1
673;Semana 3;Friday;250;0;KS_656;1;1
674;Semana 3;Friday;250;0;KS_318;1;1
675;Semana 3;Friday;525;0;KS_368;3;1
676;Semana 3;Friday;575;0;KS_364;1;1
677;Semana 3;Friday;575;0;KS_654;2;1
678;Semana 3;Friday;575;0;KS_318;1;1
679;Semana 3;Friday;125;0;KS_654;1;1
680;Semana 3;Friday;3025;25;KS_517;1;1
681;Semana 3;Friday;3025;25;KS_379;1;0
682;Semana 3;Friday;3025;25;KS_337;2;1
683;Semana 3;Friday;3025;25;KS_361;1;1
684;Semana 3;Friday;3025;25;KS_615;1;0
685;Semana 3;Friday;3025;25;KS_591;1;1
686;Semana 3;Friday;3025;25;KS_583;3;1
687;Semana 3;Friday;3025;25;KS_585;1;0
688;Semana 3;Friday;3025;25;KS_367;1;1
689;Semana 3;Friday;2250;0;KS_361;4;1
690;Semana 3;Friday;2250;0;KS_349;6;0
691;Semana 3;Friday;2250;0;KS_487;1;0
692;Semana 3;Friday;2250;0;KS_367;1;1
693;Semana 3;Friday;5550;0;KS_638;1;0
694;Semana 3;Friday;5550;0;KS_308;2;1
695;Semana 3;Friday;5550;0;KS_366;4;1
696;Semana 3;Friday;100;0;KS_328;1;1
697;Semana 3;Friday;100;0;KS_548;1;1
698;Semana 3;Friday;200;0;KS_548;2;1
699;Semana 3;Friday;200;0;KS_352;2;0
700;Semana 3;Friday;600;0;KS_342;1;0
701;Semana 3;Friday;100;0;KS_336;1;1
702;Semana 3;Saturday;375;0;KS_340;1;1
703;Semana 3;Saturday;1000;50;KS_644;6;1
704;Semana 3;Saturday;700;0;KS_688;2;1
705;Semana 3;Saturday;225;0;KS_652;1;1
706;Semana 3;Saturday;225;0;KS_656;1;1
707;Semana 3;Saturday;250;0;KS_692;1;1
708;Semana 3;Saturday;350;0;KS_688;1;1
709;Semana 3;Saturday;250;0;KS_693;1;0
710;Semana 3;Saturday;100;0;KS_653;1;1
711;Semana 3;Saturday;100;0;KS_337;1;1
712;Semana 3;Saturday;500;0;KS_333;1;0
713;Semana 3;Saturday;125;0;KS_319;1;0
714;Semana 3;Saturday;100;0;KS_329;1;1
715;Semana 3;Saturday;100;0;KS_653;1;1
716;Semana 3;Saturday;125;0;KS_339;1;1
717;Semana 3;Saturday;500;25;KS_582;3;1
718;Semana 3;Saturday;750;0;KS_478;1;0
719;Semana 3;Saturday;500;25;KS_582;3;1
720;Semana 3;Saturday;350;0;KS_688;1;1
721;Semana 3;Saturday;225;0;KS_328;1;1
722;Semana 3;Saturday;225;0;KS_338;1;1
723;Semana 3;Saturday;525;0;KS_582;3;1
724;Semana 3;Saturday;2225;0;KS_360;1;1
725;Semana 3;Saturday;2225;0;KS_338;1;1
726;Semana 3;Saturday;2225;0;KS_602;1;0
727;Semana 3;Saturday;2225;0;KS_712;1;0
728;Semana 3;Saturday;2225;0;KS_312;1;1
729;Semana 3;Saturday;650;0;KS_665;1;0
730;Semana 3;Sunday;350;0;KS_326;1;1
731;Semana 3;Sunday;300;0;KS_360;2;1
732;Semana 3;Sunday;2075;0;KS_336;3;1
733;Semana 3;Sunday;2075;0;KS_568;1;0
734;Semana 3;Sunday;2075;0;KS_330;1;1
735;Semana 3;Sunday;2075;0;KS_486;1;1
736;Semana 3;Sunday;2075;0;KS_366;1;1
737;Semana 3;Sunday;725;0;KS_340;1;1
738;Semana 3;Sunday;725;0;KS_326;1;1
739;Semana 3;Sunday;1125;0;KS_342;1;0
740;Semana 3;Sunday;1125;0;KS_668;1;0
741;Semana 3;Sunday;1125;0;KS_348;1;1
742;Semana 3;Sunday;200;0;KS_336;2;1
743;Semana 3;Sunday;1075;0;KS_652;2;1
744;Semana 3;Sunday;1075;0;KS_318;1;1
745;Semana 3;Sunday;1075;0;KS_326;1;1
746;Semana 3;Sunday;1075;0;KS_366;1;1
747;Semana 3;Sunday;650;0;KS_330;2;1
748;Semana 3;Sunday;1225;0;KS_324;3;1
749;Semana 3;Sunday;1225;0;KS_318;1;1
750;Semana 3;Sunday;1225;0;KS_330;1;1
751;Semana 3;Sunday;1225;0;KS_366;1;1
752;Semana 3;Sunday;1850;0;KS_364;4;1
753;Semana 3;Sunday;1850;0;KS_326;3;1
754;Semana 3;Monday;775;0;KS_338;1;1
755;Semana 3;Monday;775;0;KS_664;1;1
756;Semana 3;Monday;325;0;KS_330;1;1
757;Semana 3;Monday;1100;0;KS_366;1;1
758;Semana 3;Monday;1100;0;KS_688;2;1
759;Semana 3;Monday;700;0;KS_364;1;1
760;Semana 3;Monday;700;0;KS_368;1;1
761;Semana 3;Monday;700;0;KS_330;1;1
762;Semana 3;Monday;175;0;KS_368;1;1
763;Semana 3;Monday;400;0;KS_549;4;0
764;Semana 3;Monday;1500;0;KS_635;1;0
765;Semana 3;Monday;800;0;KS_543;1;0
766;Semana 3;Monday;250;0;KS_319;2;0
767;Semana 3;Monday;500;0;KS_333;1;0
768;Semana 3;Monday;300;0;KS_636;4;1
769;Semana 3;Monday;1500;0;KS_422;1;1
770;Semana 3;Monday;300;0;KS_360;2;1
771;Semana 3;Monday;1325;50;KS_330;1;1
772;Semana 3;Monday;1325;50;KS_644;6;1
773;Semana 3;Monday;500;25;KS_582;3;1
774;Semana 3;Monday;1075;0;KS_340;1;1
775;Semana 3;Monday;1075;0;KS_604;1;1
776;Semana 3;Monday;450;0;KS_364;1;1
777;Semana 3;Monday;450;0;KS_654;2;1
778;Semana 3;Monday;500;0;KS_458;1;0
779;Semana 3;Monday;575;0;KS_318;1;1
780;Semana 3;Monday;575;0;KS_578;1;0
781;Semana 3;Monday;1600;0;KS_586;2;0
782;Semana 3;Monday;350;0;KS_688;1;1
783;Semana 3;Monday;700;0;KS_371;1;1
784;Semana 3;Monday;10200;0;KS_302;1;1
785;Semana 3;Monday;10200;0;KS_494;2;0
786;Semana 3;Monday;10200;0;KS_604;3;1
787;Semana 3;Monday;10200;0;KS_538;2;1
788;Semana 3;Monday;10200;0;KS_542;1;0
789;Semana 3;Monday;10200;0;KS_540;1;1
790;Semana 3;Monday;300;0;KS_652;1;1
791;Semana 3;Monday;300;0;KS_364;1;1
792;Semana 3;Monday;2700;0;KS_394;1;0
793;Semana 3;Monday;2700;0;KS_610;2;1
794;Semana 3;Monday;700;0;KS_461;1;0
795;Semana 3;Monday;350;0;KS_689;1;0
796;Semana 3;Monday;100;0;KS_329;1;1
797;Semana 3;Monday;100;0;KS_337;1;1
798;Semana 3;Monday;125;0;KS_318;1;1
799;Semana 3;Monday;100;0;KS_336;1;1
800;Semana 3;Monday;125;0;KS_338;1;1
801;Semana 3;Monday;125;0;KS_318;1;1
802;Semana 3;Monday;375;0;KS_556;1;0
803;Semana 3;Monday;3800;0;KS_398;1;1
804;Semana 3;Monday;3800;0;KS_368;3;1
805;Semana 3;Monday;3800;0;KS_396;1;0
806;Semana 3;Monday;3800;0;KS_542;1;0
807;Semana 3;Monday;3800;0;KS_938;1;0
808;Semana 3;Monday;3800;0;KS_460;1;1
809;Semana 3;Monday;850;25;KS_644;3;1
810;Semana 3;Monday;850;25;KS_688;1;1
811;Semana 3;Monday;700;0;KS_370;1;0
812;Semana 3;Monday;325;0;KS_330;1;1
813;Semana 3;Monday;100;0;KS_652;1;1
814;Semana 3;Monday;250;0;KS_336;2;1
815;Semana 3;Tuesday;875;0;KS_560;1;0
816;Semana 3;Tuesday;875;0;KS_324;1;1
817;Semana 3;Tuesday;875;0;KS_318;1;1
818;Semana 3;Tuesday;875;0;KS_340;1;1
819;Semana 3;Tuesday;125;0;KS_338;1;1
820;Semana 3;Tuesday;825;25;KS_330;1;1
821;Semana 3;Tuesday;825;25;KS_644;3;1
822;Semana 3;Tuesday;1000;0;KS_310;1;0
823;Semana 3;Tuesday;800;0;KS_536;1;0
824;Semana 3;Tuesday;350;0;KS_688;1;1
825;Semana 4;Wednesday;1600;0;KS_336;10;1
826;Semana 4;Wednesday;1600;0;KS_488;1;0
827;Semana 4;Wednesday;1600;0;KS_688;1;1
828;Semana 4;Wednesday;400;0;KS_366;1;1
829;Semana 4;Wednesday;175;0;KS_368;1;1
830;Semana 4;Wednesday;325;0;KS_330;1;1
831;Semana 4;Wednesday;350;0;KS_364;1;1
832;Semana 4;Wednesday;350;0;KS_360;1;1
833;Semana 4;Wednesday;1300;0;KS_398;1;1
834;Semana 4;Wednesday;1300;0;KS_610;1;1
835;Semana 4;Wednesday;3250;0;KS_469;1;0
836;Semana 4;Wednesday;3250;0;KS_651;1;0
837;Semana 4;Wednesday;350;0;KS_369;2;0
838;Semana 4;Wednesday;500;0;KS_333;1;0
839;Semana 4;Wednesday;200;0;KS_337;2;1
840;Semana 4;Wednesday;525;0;KS_319;1;0
841;Semana 4;Wednesday;525;0;KS_367;1;1
842;Semana 4;Wednesday;550;0;KS_607;1;0
843;Semana 4;Wednesday;600;0;KS_610;1;1
844;Semana 4;Wednesday;125;0;KS_318;1;1
845;Semana 4;Wednesday;400;0;KS_367;1;1
846;Semana 4;Wednesday;600;0;KS_343;1;1
847;Semana 4;Wednesday;3700;0;KS_364;4;1
848;Semana 4;Wednesday;3700;0;KS_332;2;0
849;Semana 4;Wednesday;1450;0;KS_690;1;0
850;Semana 4;Wednesday;1450;0;KS_690;1;0
851;Semana 4;Wednesday;1775;0;KS_338;1;1
852;Semana 4;Wednesday;1775;0;KS_712;1;0
853;Semana 4;Wednesday;1775;0;KS_538;1;1
854;Semana 4;Wednesday;2950;0;KS_398;1;1
855;Semana 4;Wednesday;2950;0;KS_718;1;0
856;Semana 4;Wednesday;2950;0;KS_402;1;0
857;Semana 4;Wednesday;2950;0;KS_350;1;0
858;Semana 4;Wednesday;2000;50;KS_344;1;0
859;Semana 4;Wednesday;1450;0;KS_582;2;1
860;Semana 4;Wednesday;1450;0;KS_366;1;1
861;Semana 4;Wednesday;1450;0;KS_460;1;1
862;Semana 4;Wednesday;350;0;KS_369;2;0
863;Semana 4;Wednesday;100;0;KS_545;1;0
864;Semana 4;Wednesday;375;0;KS_319;3;0
865;Semana 4;Wednesday;3000;0;KS_372;1;0
866;Semana 4;Wednesday;3000;0;KS_526;20;0
867;Semana 4;Wednesday;3000;0;KS_318;2;1
868;Semana 4;Wednesday;1100;25;KS_566;1;0
869;Semana 4;Wednesday;1100;25;KS_488;3;0
870;Semana 4;Wednesday;1800;0;KS_321;1;0
871;Semana 4;Wednesday;1800;0;KS_333;1;0
872;Semana 4;Wednesday;1800;0;KS_343;1;1
873;Semana 4;Wednesday;500;100;KS_613;1;0
874;Semana 4;Wednesday;1225;0;KS_532;1;0
875;Semana 4;Wednesday;1225;0;KS_318;1;1
876;Semana 4;Wednesday;1225;0;KS_366;2;1
877;Semana 4;Wednesday;125;0;KS_338;1;1
878;Semana 4;Wednesday;400;0;KS_366;1;1
879;Semana 4;Wednesday;1200;0;KS_538;1;1
880;Semana 4;Wednesday;350;0;KS_688;1;1
881;Semana 4;Wednesday;200;0;KS_546;2;1
882;Semana 4;Thursday;150;0;KS_362;1;0
883;Semana 4;Thursday;100;0;KS_546;1;1
884;Semana 4;Thursday;100;0;KS_548;1;1
885;Semana 4;Thursday;100;0;KS_652;1;1
886;Semana 4;Thursday;2750;0;KS_415;1;0
887;Semana 4;Thursday;2750;0;KS_345;1;1
888;Semana 4;Thursday;2750;0;KS_367;1;1
889;Semana 4;Thursday;1150;0;KS_318;4;1
890;Semana 4;Thursday;1150;0;KS_330;2;1
891;Semana 4;Thursday;525;0;KS_324;1;1
892;Semana 4;Thursday;525;0;KS_366;1;1
893;Semana 4;Thursday;375;0;KS_516;1;0
894;Semana 4;Thursday;1900;0;KS_304;1;1
895;Semana 4;Thursday;1900;0;KS_664;1;1
896;Semana 4;Thursday;225;0;KS_318;1;1
897;Semana 4;Thursday;225;0;KS_328;1;1
898;Semana 4;Thursday;350;0;KS_368;2;1
899;Semana 4;Thursday;125;0;KS_338;1;1
900;Semana 4;Thursday;100;0;KS_329;1;1
901;Semana 4;Thursday;125;0;KS_339;1;1
902;Semana 4;Thursday;100;0;KS_547;1;1
903;Semana 4;Thursday;100;0;KS_549;1;0
904;Semana 4;Thursday;175;0;KS_583;1;1
905;Semana 4;Thursday;250;100;KS_688;1;1
906;Semana 4;Thursday;75;0;KS_636;1;1
907;Semana 4;Thursday;1075;0;KS_324;2;1
908;Semana 4;Thursday;1075;0;KS_318;1;1
909;Semana 4;Thursday;1075;0;KS_330;1;1
910;Semana 4;Thursday;1075;0;KS_340;1;1
911;Semana 4;Thursday;700;0;KS_371;1;1
912;Semana 4;Thursday;500;25;KS_644;3;1
913;Semana 4;Thursday;2200;25;KS_454;1;0
914;Semana 4;Thursday;2200;25;KS_598;1;0
915;Semana 4;Thursday;2200;25;KS_582;3;1
916;Semana 4;Friday;150;0;KS_360;1;1
917;Semana 4;Friday;125;0;KS_324;1;1
918;Semana 4;Friday;325;0;KS_330;1;1
919;Semana 4;Friday;1000;0;KS_312;1;1
920;Semana 4;Friday;650;0;KS_584;2;0
921;Semana 4;Friday;175;0;KS_368;1;1
922;Semana 4;Friday;700;0;KS_604;1;1
923;Semana 4;Friday;350;0;KS_368;2;1
924;Semana 4;Friday;100;0;KS_329;1;1
925;Semana 4;Friday;100;0;KS_653;1;1
926;Semana 4;Friday;700;0;KS_399;1;0
927;Semana 4;Friday;1800;0;KS_613;3;0
928;Semana 4;Friday;125;0;KS_655;1;0
929;Semana 4;Friday;600;0;KS_309;1;1
930;Semana 4;Friday;6000;0;KS_464;1;1
931;Semana 4;Friday;1500;0;KS_484;1;1
932;Semana 4;Friday;850;0;KS_342;1;0
933;Semana 4;Friday;850;0;KS_488;1;0
934;Semana 4;Friday;700;0;KS_324;1;1
935;Semana 4;Friday;700;0;KS_318;1;1
936;Semana 4;Friday;700;0;KS_328;1;1
937;Semana 4;Friday;700;0;KS_688;1;1
938;Semana 4;Friday;925;0;KS_338;1;1
939;Semana 4;Friday;925;0;KS_586;1;0
940;Semana 4;Friday;350;0;KS_369;2;0
941;Semana 4;Friday;950;0;KS_335;1;0
942;Semana 4;Friday;75;0;KS_349;1;0
943;Semana 4;Friday;1050;0;KS_369;6;0
944;Semana 4;Friday;450;0;KS_669;1;0
945;Semana 4;Friday;500;0;KS_652;5;1
946;Semana 4;Friday;175;0;KS_368;1;1
947;Semana 4;Friday;1500;0;KS_484;1;1
948;Semana 4;Friday;350;0;KS_688;1;1
949;Semana 4;Saturday;325;0;KS_330;1;1
950;Semana 4;Saturday;375;0;KS_358;1;1
951;Semana 4;Saturday;250;0;KS_654;2;1
952;Semana 4;Saturday;500;0;KS_652;1;1
953;Semana 4;Saturday;500;0;KS_366;1;1
954;Semana 4;Saturday;2550;0;KS_532;1;0
955;Semana 4;Saturday;2550;0;KS_468;1;1
956;Semana 4;Saturday;800;0;KS_542;1;0
957;Semana 4;Saturday;700;0;KS_688;2;1
958;Semana 4;Saturday;500;0;KS_332;1;0
959;Semana 4;Saturday;125;0;KS_338;1;1
960;Semana 4;Saturday;5500;150;KS_674;1;0
961;Semana 4;Saturday;5500;150;KS_414;1;0
962;Semana 4;Saturday;5500;150;KS_538;2;1
963;Semana 4;Saturday;5500;150;KS_660;1;1
964;Semana 4;Saturday;1750;0;KS_330;1;1
965;Semana 4;Saturday;1750;0;KS_402;1;0
966;Semana 4;Saturday;1750;0;KS_610;1;1
967;Semana 4;Saturday;1750;0;KS_938;1;0
968;Semana 4;Saturday;125;0;KS_655;1;0
969;Semana 4;Saturday;850;0;KS_366;1;1
970;Semana 4;Saturday;850;0;KS_652;1;1
971;Semana 4;Saturday;850;0;KS_364;1;1
972;Semana 4;Saturday;850;0;KS_360;1;1
973;Semana 4;Saturday;11700;0;KS_558;1;0
974;Semana 4;Saturday;11700;0;KS_560;1;0
975;Semana 4;Saturday;11700;0;KS_486;1;1
976;Semana 4;Saturday;11700;0;KS_594;2;0
977;Semana 4;Saturday;11700;0;KS_540;2;1
978;Semana 4;Saturday;11700;0;KS_320;1;0
979;Semana 4;Saturday;11700;0;KS_606;2;0
980;Semana 4;Saturday;11700;0;KS_408;2;0
981;Semana 4;Saturday;11700;0;KS_516;1;0
982;Semana 4;Saturday;11700;0;KS_318;4;1
983;Semana 4;Saturday;11700;0;KS_312;2;1
984;Semana 4;Saturday;350;0;KS_369;2;0
985;Semana 4;Saturday;1150;25;KS_549;4;0
986;Semana 4;Saturday;1150;25;KS_325;1;1
987;Semana 4;Saturday;1150;25;KS_319;1;0
988;Semana 4;Saturday;1150;25;KS_583;3;1
989;Semana 4;Saturday;300;0;KS_564;1;0
990;Semana 4;Saturday;1150;0;KS_368;1;1
991;Semana 4;Saturday;1150;0;KS_330;1;1
992;Semana 4;Saturday;1150;0;KS_664;1;1
993;Semana 4;Saturday;100;0;KS_329;1;1
994;Semana 4;Saturday;1425;25;KS_365;1;0
995;Semana 4;Saturday;1425;25;KS_369;2;0
996;Semana 4;Saturday;1425;25;KS_341;1;1
997;Semana 4;Saturday;1425;25;KS_645;3;0
998;Semana 4;Saturday;600;0;KS_597;1;0
999;Semana 4;Saturday;175;0;KS_491;1;0
1000;Semana 4;Saturday;1000;0;KS_313;1;0
1001;Semana 4;Saturday;325;0;KS_667;1;0
1002;Semana 4;Saturday;700;0;KS_605;1;0
1003;Semana 4;Saturday;150;0;KS_360;1;1
1004;Semana 4;Monday;350;0;KS_369;2;0
1005;Semana 4;Monday;2950;0;KS_653;1;1
1006;Semana 4;Monday;2950;0;KS_335;1;0
1007;Semana 4;Monday;2950;0;KS_485;1;0
1008;Semana 4;Monday;2950;0;KS_367;1;1
1009;Semana 4;Monday;125;0;KS_325;1;1
1010;Semana 4;Monday;500;0;KS_549;1;0
1011;Semana 4;Monday;500;0;KS_367;1;1
1012;Semana 4;Monday;0;600;KS_526;1;0
1013;Semana 4;Monday;0;600;KS_360;1;1
1014;Semana 4;Monday;0;600;KS_340;1;1
1015;Semana 4;Monday;725;0;KS_360;1;1
1016;Semana 4;Monday;725;0;KS_368;1;1
1017;Semana 4;Monday;725;0;KS_366;1;1
1018;Semana 4;Monday;1750;275;KS_304;1;1
1019;Semana 4;Monday;1750;275;KS_568;1;0
1020;Semana 4;Monday;1750;275;KS_644;3;1
1021;Semana 4;Monday;500;0;KS_458;1;0
1022;Semana 4;Monday;2500;0;KS_414;2;0
1023;Semana 4;Monday;525;0;KS_368;3;1
1024;Semana 4;Monday;675;0;KS_654;1;1
1025;Semana 4;Monday;675;0;KS_360;1;1
1026;Semana 4;Monday;675;0;KS_366;1;1
1027;Semana 4;Monday;750;0;KS_336;2;1
1028;Semana 4;Monday;750;0;KS_606;1;0
1029;Semana 4;Monday;1300;0;KS_320;1;0
1030;Semana 4;Monday;1300;0;KS_610;1;1
1031;Semana 4;Monday;1025;0;KS_938;1;0
1032;Semana 4;Monday;1025;0;KS_488;1;0
1033;Semana 4;Monday;1025;0;KS_688;1;1
1034;Semana 4;Monday;100;0;KS_337;1;1
1035;Semana 4;Monday;1000;0;KS_313;1;0
1036;Semana 4;Monday;2800;0;KS_365;6;0
1037;Semana 4;Monday;2800;0;KS_319;2;0
1038;Semana 4;Monday;2800;0;KS_343;1;1
1039;Semana 4;Monday;2800;0;KS_583;2;1
1040;Semana 4;Monday;2800;0;KS_367;1;1
1041;Semana 4;Monday;600;0;KS_611;1;0
1042;Semana 4;Monday;325;0;KS_331;1;1
1043;Semana 4;Monday;225;0;KS_655;1;0
1044;Semana 4;Monday;225;0;KS_329;1;1
1045;Semana 4;Monday;900;0;KS_360;2;1
1046;Semana 4;Monday;900;0;KS_596;1;1
1047;Semana 4;Monday;400;0;KS_366;1;1
1048;Semana 4;Monday;300;0;KS_548;3;1
1049;Semana 4;Monday;500;0;KS_332;1;0
1050;Semana 4;Monday;400;0;KS_548;4;1
1051;Semana 4;Monday;325;0;KS_330;1;1
1052;Semana 4;Monday;1500;250;KS_680;1;0
1053;Semana 4;Tuesday;100;0;KS_652;1;1
1054;Semana 4;Tuesday;150;0;KS_360;1;1
1055;Semana 4;Tuesday;100;0;KS_336;1;1
1056;Semana 4;Tuesday;200;0;KS_328;2;1
1057;Semana 4;Tuesday;1500;0;KS_484;1;1
